table,_start,_stop,_time,_measurement,file_type,job_id,job_name,job_status,production_label,project_name,quality,render_node,resolution,task,aa_samples,aov_count,file_size,frame_number,light_count,polygon_count,render_time,total_render_time
78,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.816065Z,render_jobs,exr,057dc703-467f-48d3-ae16-926fe0a9a4ab,apple_0789_animation_playblast.1032,finished,fx_complex,apple_0789,high,node_13,2560x1440,animation_playblast,8,7,3.1552994788967137,1032,15,759220,145.99761192632002,7299.880596316001
79,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.868825Z,render_jobs,exr,058b4158-1fbc-4a44-ad08-7b6303cbd975,lidl_0123_animation_playblast.1029,finished,fx_easy,lidl_0123,final,node_12,3840x2160,animation_playblast,16,2,7.170251937413319,1029,5,686836,198.2537143704873,9912.685718524364
80,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.710657Z,render_jobs,exr,05a52cf6-0aaf-4f6b-874a-4eef56987954,lidl_0123_lighting.1003,error,lighting_mid,lidl_0123,high,node_0,2560x1440,lighting,8,3,2.6033786774367687,1003,8,488021,134.0739984750223,6703.699923751115
81,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.86205Z,render_jobs,exr,05aa9ed4-83f9-421e-8f45-123c51fdd195,nike_0456_lighting.1043,finished,fx_complex,nike_0456,high,node_6,2560x1440,lighting,8,9,8.215422902,1043,3,670235,115.32204585775733,5766.1022928878665
82,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.920604Z,render_jobs,exr,05abfb7d-ac51-43e0-99a5-63fddfa144bf,lidl_0123_animation_playblast.1025,finished,lighting_easy,lidl_0123,final,node_3,3840x2160,animation_playblast,16,4,5.141717943495194,1025,7,606999,137.0844451,6854.222252924551
83,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.845416Z,render_jobs,exr,05ca33e8-a9aa-4de5-a2e8-08def2112793,lidl_0123_animation_playblast.1040,finished,fx_complex,lidl_0123,medium,node_12,1920x1080,animation_playblast,4,8,2.6248560692941547,1040,11,660327,204.47745930221254,10223.872965110626
84,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.832019Z,render_jobs,exr,05d5590b-4245-49be-9e55-6097ed072652,apple_0789_compositing.1046,idle,lighting_complex,apple_0789,low,node_13,1280x720,compositing,2,4,4.966476630958125,1046,7,979800,142.71684189311526,7135.842094655763
85,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.629606Z,render_jobs,exr,060e3a2f-63cd-4c92-be1a-e39de7e338c4,lidl_0123_animation_playblast.1050,finished,lighting_mid,lidl_0123,low,node_1,1280x720,animation_playblast,2,4,4.547762040639117,1050,12,388968,87.17332358173888,4358.666179086944
86,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.888956Z,render_jobs,exr,0624cdcb-68a1-4897-a9b7-52f9259ef051,apple_0789_lighting.1024,finished,fx_easy,apple_0789,final,node_10,3840x2160,lighting,16,4,7.183827841,1024,15,165518,121.87571374934505,6093.7856874672525
87,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.737324Z,render_jobs,exr,0636bcb2-285b-46ef-aa52-4566c838aa96,nike_0456_compositing.1000,idle,fx_easy,nike_0456,low,node_6,1280x720,compositing,2,3,5.830219982384401,1000,17,306681,91.85329729114055,4592.664864557028
88,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.669212Z,render_jobs,exr,06513178-41b5-47c4-9fcb-47fa51ff2af0,nike_0456_lighting.1039,finished,lighting_mid,nike_0456,high,node_3,2560x1440,lighting,8,8,6.302773205673264,1039,4,992333,174.44346168249874,8722.173084124937
89,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.736025Z,render_jobs,exr,0654c3c0-0c35-4f60-b4a9-27392a71e3b4,nike_0456_lighting.1031,idle,fx_easy,nike_0456,final,node_3,3840x2160,lighting,16,10,1.3744918726412794,1031,17,563538,165.43607543112802,8271.803772
90,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.89059Z,render_jobs,exr,0676ded4-e563-42c3-8eb6-d59373ffd392,nike_0456_lighting.1005,finished,lighting_easy,nike_0456,medium,node_6,1920x1080,lighting,4,4,3.9385233632278602,1005,7,396266,82.58185376271817,4129.092688135908
91,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.860538Z,render_jobs,exr,0686d984-68b6-4d57-b88e-f53b3c85115f,nike_0456_compositing.1004,finished,fx_complex,nike_0456,final,node_5,3840x2160,compositing,16,9,5.203801225256394,1004,9,682275,122.60455441870384,6130.227720935192
92,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.872265Z,render_jobs,exr,06a193b5-2886-460a-8d9d-cd096efd3b03,lidl_0123_animation_playblast.1035,finished,lighting_complex,lidl_0123,low,node_0,1280x720,animation_playblast,2,7,8.478953766193165,1035,14,682606,180.1057259511149,9005.286297555744
93,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.892298Z,render_jobs,exr,06a6a059-f7b5-47cb-afb3-851bee42ee78,nike_0456_animation_playblast.1026,finished,fx_easy,nike_0456,final,node_5,3840x2160,animation_playblast,16,9,1.5734788160305824,1026,16,786374,147.29173276441847,7364.586638220923
94,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.878322Z,render_jobs,exr,06c483fd-20ff-4fc1-ba08-086e75060562,lidl_0123_compositing.1027,finished,lighting_mid,lidl_0123,medium,node_7,1920x1080,compositing,4,4,8.032113030458842,1027,16,83733,70.37261985803467,3518.6309929017334
95,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.78269Z,render_jobs,exr,06d8ed57-9a98-4de3-8d27-3f3b2191b4f6,lidl_0123_lighting.1047,idle,lighting_complex,lidl_0123,medium,node_14,1920x1080,lighting,4,5,7.525051792174954,1047,5,327297,77.53961958987409,3876.9809794937046
96,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.62745Z,render_jobs,exr,06f24ebe-4bd3-4588-bbc7-b3f00ad7a9fe,apple_0789_lighting.1024,idle,lighting_easy,apple_0789,final,node_5,3840x2160,lighting,16,6,1.339669953105156,1024,9,22996,52.89368463654239,2644.684231827119
97,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.783642Z,render_jobs,exr,071674fd-297e-40e8-bb19-e4bd04b860f5,apple_0789_compositing.1035,idle,lighting_complex,apple_0789,low,node_12,1280x720,compositing,2,3,4.9201705409321885,1035,6,13934,52.76440815277132,2638.220407638566
98,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.724241Z,render_jobs,exr,072166f1-4086-4210-a8f0-14bc621bee80,lidl_0123_compositing.1006,idle,lighting_easy,lidl_0123,medium,node_4,1920x1080,compositing,4,2,9.872455577528683,1006,9,56612,58.89180522497892,2944.590261248946
99,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.907572Z,render_jobs,exr,077f9d0c-419f-413e-b9bf-f954102d7a8d,apple_0789_lighting.1042,finished,fx_easy,apple_0789,low,node_14,1280x720,lighting,2,9,4.631928430663146,1042,7,310334,82.94556293366067,4147.278146683034
100,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.869119Z,render_jobs,exr,07f8f6b6-cafc-437b-8406-7555c6c302a6,lidl_0123_lighting.1026,idle,lighting_easy,lidl_0123,final,node_0,3840x2160,lighting,16,10,4.448267730149036,1026,17,65125,119.55810881458781,5977.905440729391
101,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.678144Z,render_jobs,exr,0835132c-5ac0-49c0-8098-c6d19e7e8e0e,lidl_0123_animation_playblast.1013,error,lighting_easy,lidl_0123,high,node_10,2560x1440,animation_playblast,8,10,5.841803490105129,1013,12,528527,166.93268676955933,8346.634338477967
102,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.845858Z,render_jobs,exr,083ba5e7-a0a8-4e7a-8321-6e2afc5be231,lidl_0123_compositing.1033,idle,lighting_mid,lidl_0123,low,node_4,1280x720,compositing,2,8,6.392354796447212,1033,9,885857,187.96356107902972,9398.178053951486
103,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.801942Z,render_jobs,exr,085133de-93a4-4cf0-a4fd-6eee07b22c50,apple_0789_animation_playblast.1024,idle,lighting_easy,apple_0789,final,node_1,3840x2160,animation_playblast,16,8,6.7533130695915835,1024,11,409204,107.08765616440168,5354.382808220084
104,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.712748Z,render_jobs,exr,085b5173-7a08-4b1b-a412-3fc275def860,lidl_0123_animation_playblast.1036,idle,fx_complex,lidl_0123,medium,node_8,1920x1080,animation_playblast,4,2,7.859239644236194,1036,1,211598,48.68416592638525,2434.2082963192624
105,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.808027Z,render_jobs,exr,0869dc08-30e9-4d30-b005-247e6bf19341,lidl_0123_animation_playblast.1010,finished,lighting_easy,lidl_0123,low,node_1,1280x720,animation_playblast,2,3,6.182896903670461,1010,14,514915,104.40395688068313,5220.197844034156
106,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.75384Z,render_jobs,exr,0878e0a1-82a2-4fe0-a3bb-c4abdfc3986e,nike_0456_compositing.1028,idle,fx_complex,nike_0456,low,node_2,1280x720,compositing,2,2,4.194539184553809,1028,1,391955,69.55369943386374,3477.684971693187
107,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.889442Z,render_jobs,exr,08a16d00-a382-4b9d-916c-9c2e2ea2a7b7,lidl_0123_compositing.1000,finished,fx_easy,lidl_0123,medium,node_13,1920x1080,compositing,4,7,5.535319693925214,1000,11,898501,148.1477318110998,7407.386590554989
108,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.827901Z,render_jobs,exr,08a31060-e6ed-4a03-b488-26ebfbeaa295,nike_0456_animation_playblast.1044,finished,lighting_easy,nike_0456,low,node_7,1280x720,animation_playblast,2,3,4.973284289826208,1044,14,471862,108.72503643002344,5436.251821501171
109,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.871464Z,render_jobs,exr,08bd0686-ebad-4e78-815d-5c3dfb7138c7,lidl_0123_lighting.1049,finished,lighting_easy,lidl_0123,medium,node_6,1920x1080,lighting,4,2,9.876414293724743,1049,16,15569,57.13660384178012,2856.8301920890062
110,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.734521Z,render_jobs,exr,08f24891-3157-4604-b423-4e9a7e221c33,nike_0456_compositing.1020,finished,lighting_complex,nike_0456,final,node_1,3840x2160,compositing,16,5,7.573148690572317,1020,13,10384,64.12681152298184,3206.340576149092
111,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.913663Z,render_jobs,exr,09340905-3dd5-4c02-bf9b-58ff3e304f4c,nike_0456_lighting.1030,finished,lighting_mid,nike_0456,high,node_3,2560x1440,lighting,8,1,4.181024606796495,1030,12,259449,90.27012782355243,4513.5063911776215
112,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.857712Z,render_jobs,exr,09643bc9-36f3-4cc7-b0f2-b4c86bddd4ad,apple_0789_lighting.1012,idle,lighting_complex,apple_0789,medium,node_6,1920x1080,lighting,4,4,2.5119420172832285,1012,11,285715,79.05947769809302,3952.9738849046507
113,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.685872Z,render_jobs,exr,09648eff-65e1-4d6b-afe4-3a4e963efa93,lidl_0123_animation_playblast.1032,finished,fx_easy,lidl_0123,high,node_4,2560x1440,animation_playblast,8,8,1.889065331963234,1032,20,686561,199.94707203905287,9997.353601952644
114,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.837882Z,render_jobs,exr,0964c10f-e859-42cd-99dd-5ab8804725c5,lidl_0123_compositing.1013,finished,fx_easy,lidl_0123,low,node_9,1280x720,compositing,2,2,8.315426294387532,1013,18,694644,173.8608440966068,8693.042205
115,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.712539Z,render_jobs,exr,096cc5c9-c79f-4433-b29d-bb9a0a8dda94,lidl_0123_animation_playblast.1050,finished,lighting_mid,lidl_0123,medium,node_14,1920x1080,animation_playblast,4,5,2.3687084212023763,1050,5,171191,57.93090635,2896.545318
116,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.827198Z,render_jobs,exr,09868146-b17c-49b0-8557-4588d0c18212,lidl_0123_lighting.1024,idle,fx_easy,lidl_0123,medium,node_5,1920x1080,lighting,4,4,4.144853474492493,1024,15,479208,97.01038909064039,4850.519454532019
117,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.890742Z,render_jobs,exr,09994a8d-ec62-49ea-a527-16a01d79b2ba,nike_0456_lighting.1028,idle,lighting_complex,nike_0456,final,node_8,3840x2160,lighting,16,6,5.396936540338912,1028,13,257653,104.13852379413169,5206.926189706584
118,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.766493Z,render_jobs,exr,09ac19bc-f72f-439e-992d-f3bc1a70cbdc,apple_0789_animation_playblast.1050,idle,fx_complex,apple_0789,final,node_4,3840x2160,animation_playblast,16,6,6.3596662364471594,1050,19,108108,119.9936939294506,5999.684696
119,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.81875Z,render_jobs,exr,09c57032-6236-4075-b119-876516eb71af,nike_0456_lighting.1020,idle,fx_easy,nike_0456,final,node_8,3840x2160,lighting,16,5,8.194741488174405,1020,9,375432,107.59205891246489,5379.6029456232445
120,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.641369Z,render_jobs,exr,09e4c9a3-2c45-48fa-8ed8-1a2d40822b57,nike_0456_compositing.1025,idle,lighting_mid,nike_0456,low,node_9,1280x720,compositing,2,7,7.681772102923134,1025,6,10568,46.65341563709445,2332.6707818547225
121,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.904268Z,render_jobs,exr,09e8f57d-9c7d-4ca1-9a76-601e0f47e7fe,nike_0456_animation_playblast.1023,idle,fx_easy,nike_0456,high,node_1,2560x1440,animation_playblast,8,4,9.166893950210872,1023,19,94815,76.77032886561419,3838.5164432807096
122,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.796346Z,render_jobs,exr,09ecd1d2-dd4e-46ec-bfb7-8fad6f047759,nike_0456_compositing.1025,finished,lighting_mid,nike_0456,low,node_11,1280x720,compositing,2,3,5.711121685479387,1025,17,138275,98.56588194144383,4928.294097072192
123,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.87029Z,render_jobs,exr,0a04145c-8828-461f-9617-fddec501ba9d,lidl_0123_compositing.1012,error,lighting_complex,lidl_0123,high,node_8,2560x1440,compositing,8,6,3.9200365361013323,1012,11,896889,168.6908748759875,8434.543743799375
124,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.917799Z,render_jobs,exr,0a1a1e12-2f4a-43bc-a7df-fa727d6f4c47,nike_0456_compositing.1017,finished,fx_complex,nike_0456,medium,node_0,1920x1080,compositing,4,3,7.322066846010003,1017,11,691972,169.06848699276222,8453.424349638111
125,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.720465Z,render_jobs,exr,0a3779ef-d12a-42d5-8299-8b1dafc207cc,nike_0456_animation_playblast.1019,idle,lighting_complex,nike_0456,final,node_10,3840x2160,animation_playblast,16,6,9.123261835233127,1019,8,666177,182.47923622708163,9123.961811354082
126,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.672352Z,render_jobs,exr,0a3f2f9f-14ca-4362-b77e-f16675b3cd54,apple_0789_compositing.1006,finished,fx_easy,apple_0789,final,node_10,3840x2160,compositing,16,3,4.128765789687291,1006,12,76550,96.56691831500402,4828.345915750201
127,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.7007Z,render_jobs,exr,0a483bbd-dd9a-433b-a408-aefd399e7348,nike_0456_lighting.1041,finished,fx_complex,nike_0456,medium,node_4,1920x1080,lighting,4,5,9.399548974,1041,12,399223,123.12900114992158,6156.450057496078
128,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.636149Z,render_jobs,exr,0a603ae8-de2d-49b0-9882-c7404c5b0e0e,lidl_0123_compositing.1012,idle,lighting_mid,lidl_0123,final,node_14,3840x2160,compositing,16,2,2.8997012231007417,1012,15,809968,174.59600477905792,8729.800238952896
129,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.770958Z,render_jobs,exr,0a80b7b7-8344-4020-a153-2858a83f006e,apple_0789_lighting.1024,finished,lighting_complex,apple_0789,low,node_2,1280x720,lighting,2,1,6.6580037805578725,1024,3,52625,30.57398941062439,1528.6994705312195
130,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.739126Z,render_jobs,exr,0a8d469a-344d-4be6-bb7b-aa748e7c6cd3,lidl_0123_compositing.1015,idle,fx_easy,lidl_0123,low,node_11,1280x720,compositing,2,2,4.690933140770994,1015,3,278660,75.09378066943856,3754.689033471928
131,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.741175Z,render_jobs,exr,0abde52d-17bb-4dec-b8da-7fc8e7517294,nike_0456_lighting.1015,error,lighting_complex,nike_0456,high,node_10,2560x1440,lighting,8,6,6.581918925008663,1015,6,577278,149.22108328159317,7461.054164079658
132,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.645166Z,render_jobs,exr,0ad53c77-2f82-42a1-a1e7-ccf495b1d46d,apple_0789_animation_playblast.1008,idle,lighting_easy,apple_0789,low,node_7,1280x720,animation_playblast,2,6,5.785826527448844,1008,11,160142,67.52857904644634,3376.428952322317
133,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.877097Z,render_jobs,exr,0af326ad-95f2-4c34-b67d-51f04c5408e0,apple_0789_animation_playblast.1002,error,fx_easy,apple_0789,high,node_13,2560x1440,animation_playblast,8,8,4.381563922228879,1002,6,880397,140.55311718358874,7027.655859179437
134,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.79697Z,render_jobs,exr,0b044174-45b2-44bc-99a2-59aeec035ca0,apple_0789_animation_playblast.1002,error,lighting_easy,apple_0789,medium,node_8,1920x1080,animation_playblast,4,1,1.087907686997339,1002,2,615354,100.12305416646167,5006.152708323084
135,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.922249Z,render_jobs,exr,0b150f48-7813-4041-88de-0128afd677b6,nike_0456_animation_playblast.1006,finished,lighting_complex,nike_0456,high,node_13,2560x1440,animation_playblast,8,4,8.73022161,1006,18,596704,131.22009589232405,6561.004794616203
136,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.781852Z,render_jobs,exr,0b1c31fa-52a3-4177-b88c-636f6a63a7c9,apple_0789_lighting.1006,finished,fx_easy,apple_0789,final,node_11,3840x2160,lighting,16,6,7.550568059997424,1006,15,136531,118.68711190329465,5934.355595164732
137,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.862026Z,render_jobs,exr,0b55c98e-b9c6-4122-9a0d-eda377f08471,nike_0456_lighting.1043,finished,lighting_complex,nike_0456,medium,node_12,1920x1080,lighting,4,7,6.532957043179107,1043,15,334928,157.015806,7850.790298397651
138,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.821916Z,render_jobs,exr,0b909971-087e-47e5-9321-5dbfdf0f6c3b,apple_0789_lighting.1015,finished,lighting_complex,apple_0789,medium,node_14,1920x1080,lighting,4,8,9.374006321679886,1015,2,472225,91.97590131524302,4598.795065762151
139,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.92132Z,render_jobs,exr,0bba46dd-7122-4481-9326-0aa2767a6f79,apple_0789_compositing.1038,idle,lighting_easy,apple_0789,high,node_7,2560x1440,compositing,8,6,1.0925603186347104,1038,14,180149,84.40728795696512,4220.364397848256
140,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.675422Z,render_jobs,exr,0bc07a32-6bb9-4ddb-8b49-91af015960a4,lidl_0123_lighting.1043,idle,lighting_easy,lidl_0123,final,node_10,3840x2160,lighting,16,3,4.961722634997315,1043,3,771544,178.55749375102278,8927.874687551139
141,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.855773Z,render_jobs,exr,0bc7536b-c591-4394-8e7d-04bd9bce002b,apple_0789_animation_playblast.1030,idle,lighting_complex,apple_0789,medium,node_1,1920x1080,animation_playblast,4,10,6.715206109681103,1030,6,768395,124.67672004823548,6233.836002411774
142,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.901794Z,render_jobs,exr,0bdb000a-e1fa-443d-8b42-f24666904bc3,nike_0456_animation_playblast.1008,finished,fx_easy,nike_0456,low,node_11,1280x720,animation_playblast,2,5,6.1749517825034035,1008,19,364578,143.48205351835077,7174.102675917538
